交易账号,交易户名,证件号码,开户行,交易日期,交易时间,交易金额,交易余额,收付标志,对手账号,对手户名,对手证件号码,对手开户行,交易渠道
A596886AF5381E59,曹富二,64758632868648864,建设银行,43907,1,833,43878,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43907,1,3,43880,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43907,1,5,43885,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43907,1,2,43887,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,174,44061,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,0,44061,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,579,44640,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,1,44641,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,493,45134,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,1,45135,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,150,45285,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,0,45285,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,100,45385,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,0,45385,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,88,45473,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,0,45473,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,1995,47468,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,5,47473,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,754,48228,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,2,48229,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,978,49207,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,0,2,49209,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,427,49636,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,49637,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,98,49735,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,49735,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1572,51307,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,4,51311,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,242,51554,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,51554,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,978,52532,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,2,52534,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,262,52797,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,52797,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,298,53096,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,53096,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,524,53620,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,53621,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,68,53689,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,53689,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,93,53782,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,53782,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,88,53870,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,53870,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1254,55124,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,3,55127,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,822,55949,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,2,55951,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1594,57545,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,4,57549,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,309,57859,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,57859,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,195,58054,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,58054,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,98,58152,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,58152,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,195,58347,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,58347,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,544,58891,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,642,59533,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,59535,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,2,59536,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,125,59661,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,59661,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,249,59911,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,59911,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,36,59947,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,59947,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,235,60183,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,60183,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,279,60463,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,60463,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,68,60531,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,60531,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,120,60651,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,60651,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,267,60919,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,60919,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,835,61754,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,2,61756,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,180,61936,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,61936,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1316,63252,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,3,63255,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,679,63935,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,2,63936,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,113,64049,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,64049,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,2061,66110,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,5,66115,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1488,67604,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,4,67607,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,158,67765,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,67765,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,315,68081,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,68081,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,299,68381,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,68381,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,933,69314,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,2,69316,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,298,69615,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,69615,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,525,70140,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,70141,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,379,70520,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,70521,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,579,71100,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,71101,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,193,71294,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,71294,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,25,71319,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,71319,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,648,71968,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,2,71969,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,249,72219,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,72219,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,160,72379,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,72379,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,180,72559,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,72559,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,437,72996,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,72997,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,25,73022,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,73022,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,78,73100,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,73100,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,50,73150,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,73150,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,776,73926,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,2,73928,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,448,74376,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,74377,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,298,74676,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,74676,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,467,75143,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1,75144,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,4988,80132,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,13,80144,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,75,80219,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,80219,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,1083,81303,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,3,81305,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,29,81334,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,81334,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,2583,83917,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,6,83923,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,6,83929,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43908,1,0,83929,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,978,84907,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,2,84909,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,98,85007,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,0,85007,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,56,85063,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,0,85063,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,515,85578,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,1,85579,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,16,85595,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,0,85595,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,443,86038,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,1,86039,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,1007,87047,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,3,87049,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,857,87906,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,2,87908,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,878,88786,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,2,88788,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,85,88873,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,0,0,88873,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,1,58,88931,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,1,0,88931,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
A596886AF5381E59,曹富二,64758632868648864,建设银行,43909,1,97,89028,进,0F76A363EACBDEAF,张红二,70848863156644653,农业银行湖北武汉支行,757B505C
